ID_Transakcji,Data,Kategoria,Produkt,Cena_Jednostkowa,Liczba_Sztuk,Wartosc_Zamowienia,Koszt_Dostawy,Calkowita_Wartosc,Region
T20240411-011,2024-04-11,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Północny
T20240225-011,2024-02-25,Elektronika,Smartfon Galaxy X20,2228.0,4,8912.0,40.0,8952.0,Centralny
T20240922-006,2024-09-22,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Północny
T20240622-008,2024-06-22,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Południowy
T20240914-009,2024-09-14,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Centralny
T20241031-006,2024-10-31,Artykuły sportowe,Mata do jogi Comfort,87.4,3,262.2,12.0,274.2,Północny
T20240615-009,2024-06-15,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Południowy
T20240530-009,2024-05-30,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Północny
T20240610-011,2024-06-10,Zabawki,Puzzle 1000el. WorldMap,72.3,5,361.5,12.0,373.5,Wschodni
T20240406-013,2024-04-06,Książki,Atlas Świata 2024,97.1,5,485.5,8.0,493.5,Wschodni
T20241002-018,2024-10-02,Zabawki,Lalka interaktywna TalkingFriend,153.6,3,460.8,12.0,472.8,Południowy
T20241024-011,2024-10-24,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Południowy
T20240422-005,2024-04-22,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Północny
T20240220-008,2024-02-20,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Centralny
T20240313-014,2024-03-13,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Południowy
T20241028-009,2024-10-28,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Wschodni
T20240110-008,2024-01-10,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Zachodni
T20240527-011,2024-05-27,Odzież,Buty sportowe RunFast,284.0,3,852.0,20.0,872.0,Północny
T20240407-007,2024-04-07,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Zachodni
T20240303-012,2024-03-03,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Wschodni
T20241125-009,2024-11-25,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Zachodni
T20241122-007,2024-11-22,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Południowy
T20240417-010,2024-04-17,Zabawki,Auto zdalnie sterowane RacerX,218.4,5,1092.0,20.0,1112.0,Północny
T20240831-009,2024-08-31,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Wschodni
T20240305-022,2024-03-05,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Północny
T20240815-009,2024-08-15,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Północny
T20240131-007,2024-01-31,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Północny
T20240519-010,2024-05-19,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Południowy
T20240603-007,2024-06-03,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Wschodni
T20241021-009,2024-10-21,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Północny
T20241226-013,2024-12-26,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Południowy
T20240113-009,2024-01-13,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Wschodni
T20241001-010,2024-10-01,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Południowy
T20241001-011,2024-10-01,Artykuły sportowe,Piłka do koszykówki Pro,124.2,3,372.6,12.0,384.6,Północny
T20240928-012,2024-09-28,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Centralny
T20240507-009,2024-05-07,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Wschodni
T20241121-015,2024-11-21,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Południowy
T20240708-007,2024-07-08,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240807-015,2024-08-07,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Zachodni
T20240908-009,2024-09-08,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,3,540.3,12.0,552.3,Południowy
T20240604-015,2024-06-04,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Południowy
T20240831-010,2024-08-31,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Zachodni
T20240401-008,2024-04-01,Odzież,Kurtka zimowa męska Alpine,378.4,3,1135.2,20.0,1155.2,Południowy
T20240508-009,2024-05-08,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Zachodni
T20240131-008,2024-01-31,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Zachodni
T20241002-019,2024-10-02,Elektronika,Tablet MediaPad 10,1392.0,3,4176.0,40.0,4216.0,Wschodni
T20240711-015,2024-07-11,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Centralny
T20240728-008,2024-07-28,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Zachodni
T20240515-015,2024-05-15,Książki,Powieść 'Tajemnica Gór',41.75,3,125.25,8.0,133.25,Centralny
T20240206-011,2024-02-06,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Centralny
T20240217-009,2024-02-17,Odzież,Kurtka zimowa męska Alpine,378.4,4,1513.6,20.0,1533.6,Południowy
T20240907-015,2024-09-07,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Zachodni
T20241212-010,2024-12-12,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Centralny
T20240813-008,2024-08-13,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Centralny
T20241124-012,2024-11-24,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Wschodni
T20240518-008,2024-05-18,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Wschodni
T20240110-009,2024-01-10,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Centralny
T20240816-014,2024-08-16,Zabawki,Puzzle 1000el. WorldMap,72.3,3,216.9,12.0,228.9,Południowy
T20241117-007,2024-11-17,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240817-013,2024-08-17,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Północny
T20241224-008,2024-12-24,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Wschodni
T20240515-016,2024-05-15,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Północny
T20240731-011,2024-07-31,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Zachodni
T20241113-014,2024-11-13,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Wschodni
T20240114-013,2024-01-14,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Północny
T20240617-017,2024-06-17,Zabawki,Auto zdalnie sterowane RacerX,218.4,2,436.8,20.0,456.8,Południowy
T20240908-010,2024-09-08,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Północny
T20240110-010,2024-01-10,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Północny
T20240913-008,2024-09-13,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Północny
T20240131-009,2024-01-31,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,4,4545.6,40.0,4585.6,Wschodni
T20240613-009,2024-06-13,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Wschodni
T20241212-011,2024-12-12,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Zachodni
T20240731-012,2024-07-31,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240811-011,2024-08-11,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Wschodni
T20240330-011,2024-03-30,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Wschodni
T20240505-016,2024-05-05,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Zachodni
T20240509-010,2024-05-09,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Północny
T20240701-013,2024-07-01,Odzież,Buty sportowe RunFast,284.0,2,568.0,20.0,588.0,Północny
T20241025-013,2024-10-25,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240221-005,2024-02-21,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Centralny
T20241102-009,2024-11-02,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Północny
T20240525-007,2024-05-25,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Północny
T20240305-023,2024-03-05,Artykuły sportowe,Piłka do koszykówki Pro,124.2,3,372.6,12.0,384.6,Centralny
T20240227-013,2024-02-27,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,4,1828.8,20.0,1848.8,Południowy
T20241008-013,2024-10-08,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Północny
T20240308-014,2024-03-08,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Południowy
T20241210-011,2024-12-10,Artykuły sportowe,Hantle 5kg zestaw,146.0,4,584.0,20.0,604.0,Południowy
T20240229-015,2024-02-29,Książki,Powieść 'Tajemnica Gór',41.75,2,83.5,8.0,91.5,Wschodni
T20241107-013,2024-11-07,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Centralny
T20241226-014,2024-12-26,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Centralny
T20241001-012,2024-10-01,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Zachodni
T20240813-009,2024-08-13,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Wschodni
T20240604-016,2024-06-04,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Centralny
T20240416-010,2024-04-16,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Zachodni
T20240718-020,2024-07-18,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Zachodni
T20240206-012,2024-02-06,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Centralny
T20240317-009,2024-03-17,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Centralny
T20240203-012,2024-02-03,Książki,Atlas Świata 2024,97.1,5,485.5,8.0,493.5,Północny
T20240825-009,2024-08-25,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Centralny
T20240315-010,2024-03-15,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Wschodni
T20240727-011,2024-07-27,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Centralny
T20240114-014,2024-01-14,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Wschodni
T20240322-013,2024-03-22,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Północny
T20240201-017,2024-02-01,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Wschodni
T20240908-011,2024-09-08,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Centralny
T20240625-008,2024-06-25,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Centralny
T20240115-009,2024-01-15,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,4,4545.6,40.0,4585.6,Centralny
T20240901-009,2024-09-01,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Południowy
T20241025-014,2024-10-25,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Wschodni
T20240316-009,2024-03-16,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Zachodni
T20240305-024,2024-03-05,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Zachodni
T20241104-014,2024-11-04,Zabawki,Gra planszowa FamilyFun,128.05,3,384.15,12.0,396.15,Zachodni
T20240724-015,2024-07-24,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Zachodni
T20241024-012,2024-10-24,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Północny
T20240408-011,2024-04-08,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Wschodni
T20240713-015,2024-07-13,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Wschodni
T20240316-010,2024-03-16,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Wschodni
T20240819-015,2024-08-19,Książki,Poradnik 'Skuteczny Excel',63.02,5,315.1,8.0,323.1,Północny
T20240607-011,2024-06-07,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Wschodni
T20241224-009,2024-12-24,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Wschodni
T20241003-009,2024-10-03,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Północny
T20241029-007,2024-10-29,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240902-010,2024-09-02,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240327-010,2024-03-27,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Wschodni
T20241006-014,2024-10-06,Odzież,Sukienka letnia Sunshine,160.2,3,480.6,12.0,492.6,Wschodni
T20240403-010,2024-04-03,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Zachodni
T20240805-009,2024-08-05,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Północny
T20241008-014,2024-10-08,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Centralny
T20240911-016,2024-09-11,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Zachodni
T20240812-016,2024-08-12,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Zachodni
T20240605-007,2024-06-05,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Zachodni
T20240527-012,2024-05-27,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240505-017,2024-05-05,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Zachodni
T20240420-008,2024-04-20,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Wschodni
T20240920-015,2024-09-20,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Północny
T20240603-008,2024-06-03,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,3,540.3,12.0,552.3,Centralny
T20241221-004,2024-12-21,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Centralny
T20240907-016,2024-09-07,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Wschodni
T20240609-013,2024-06-09,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Centralny
T20240421-009,2024-04-21,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Północny
T20240505-018,2024-05-05,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Północny
T20240527-013,2024-05-27,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Wschodni
T20240707-016,2024-07-07,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Zachodni
T20240113-010,2024-01-13,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Wschodni
T20241103-009,2024-11-03,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Północny
T20240421-010,2024-04-21,Odzież,Spodnie jeansowe ClassicBlue,172.2,5,861.0,12.0,873.0,Zachodni
T20240621-011,2024-06-21,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Zachodni
T20240124-009,2024-01-24,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Południowy
T20241020-013,2024-10-20,Artykuły sportowe,Hantle 5kg zestaw,146.0,5,730.0,20.0,750.0,Zachodni
T20241118-012,2024-11-18,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Centralny
T20240521-008,2024-05-21,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240802-011,2024-08-02,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Zachodni
T20240320-010,2024-03-20,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Wschodni
T20240321-012,2024-03-21,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Zachodni
T20240901-010,2024-09-01,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Centralny
T20240130-009,2024-01-30,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Zachodni
T20240128-018,2024-01-28,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Centralny
T20240229-016,2024-02-29,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Zachodni
T20240106-010,2024-01-06,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Północny
T20240625-009,2024-06-25,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Zachodni
T20241203-011,2024-12-03,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Wschodni
T20241014-019,2024-10-14,Książki,Powieść 'Tajemnica Gór',41.75,5,208.75,8.0,216.75,Centralny
T20240505-019,2024-05-05,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Centralny
T20241028-010,2024-10-28,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Północny
T20240416-011,2024-04-16,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Północny
T20240314-009,2024-03-14,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Północny
T20241005-010,2024-10-05,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Północny
T20240130-010,2024-01-30,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Północny
T20240729-005,2024-07-29,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Centralny
T20240515-017,2024-05-15,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Centralny
T20240506-009,2024-05-06,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Wschodni
T20240120-014,2024-01-20,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Południowy
T20240429-012,2024-04-29,Elektronika,Laptop ProBook Air,4036.5,3,12109.5,40.0,12149.5,Centralny
T20240924-016,2024-09-24,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Centralny
T20240519-011,2024-05-19,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Centralny
T20240104-008,2024-01-04,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Południowy
T20241029-008,2024-10-29,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Zachodni
T20241015-012,2024-10-15,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Centralny
T20241001-013,2024-10-01,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240927-009,2024-09-27,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Północny
T20240331-008,2024-03-31,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Wschodni
T20240522-008,2024-05-22,Zabawki,Gra planszowa FamilyFun,128.05,2,256.1,12.0,268.1,Centralny
T20240922-007,2024-09-22,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Wschodni
T20241017-006,2024-10-17,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Centralny
T20240522-009,2024-05-22,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Północny
T20240129-008,2024-01-29,Elektronika,Laptop ProBook Air,4036.5,2,8073.0,40.0,8113.0,Zachodni
T20240808-016,2024-08-08,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Północny
T20240404-013,2024-04-04,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Północny
T20240925-012,2024-09-25,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Północny
T20241121-016,2024-11-21,Elektronika,Tablet MediaPad 10,1392.0,3,4176.0,40.0,4216.0,Północny
T20241114-013,2024-11-14,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Południowy
T20240312-009,2024-03-12,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Południowy
T20240718-021,2024-07-18,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Południowy
T20240929-011,2024-09-29,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Zachodni
T20240803-011,2024-08-03,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Centralny
T20240930-013,2024-09-30,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Zachodni
T20240922-008,2024-09-22,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Wschodni
T20241230-010,2024-12-30,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Północny
T20240105-009,2024-01-05,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Południowy
T20240317-010,2024-03-17,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Centralny
T20241017-007,2024-10-17,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Północny
T20240817-014,2024-08-17,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Centralny
T20240929-012,2024-09-29,Książki,Poradnik 'Skuteczny Excel',63.02,3,189.06,8.0,197.06,Wschodni
T20240406-014,2024-04-06,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Południowy
T20240807-016,2024-08-07,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
T20241006-015,2024-10-06,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Centralny
T20240324-015,2024-03-24,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20241124-013,2024-11-24,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Centralny
T20240711-016,2024-07-11,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240508-010,2024-05-08,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Wschodni
T20240122-012,2024-01-22,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Zachodni
T20240821-013,2024-08-21,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Wschodni
T20240418-009,2024-04-18,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Wschodni
T20240814-007,2024-08-14,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Wschodni
T20241018-010,2024-10-18,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Wschodni
T20240220-009,2024-02-20,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Północny
T20241201-010,2024-12-01,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240515-018,2024-05-15,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240314-010,2024-03-14,Elektronika,Smartfon Galaxy X20,2228.0,5,11140.0,40.0,11180.0,Zachodni
T20240314-011,2024-03-14,Artykuły sportowe,Hantle 5kg zestaw,146.0,3,438.0,20.0,458.0,Zachodni
T20240901-011,2024-09-01,Elektronika,Laptop ProBook Air,4036.5,3,12109.5,40.0,12149.5,Zachodni
T20240506-010,2024-05-06,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Centralny
T20240404-014,2024-04-04,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Południowy
T20241120-007,2024-11-20,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Południowy
T20240517-018,2024-05-17,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20241217-011,2024-12-17,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Wschodni
T20240801-009,2024-08-01,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Wschodni
T20241116-008,2024-11-16,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Zachodni
T20240919-011,2024-09-19,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Wschodni
T20240926-013,2024-09-26,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Południowy
T20241004-012,2024-10-04,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Wschodni
T20241112-003,2024-11-12,Odzież,Buty sportowe RunFast,284.0,2,568.0,20.0,588.0,Południowy
T20240916-008,2024-09-16,Zabawki,Auto zdalnie sterowane RacerX,218.4,2,436.8,20.0,456.8,Zachodni
T20241031-007,2024-10-31,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Wschodni
T20240208-014,2024-02-08,Zabawki,Puzzle 1000el. WorldMap,72.3,2,144.6,12.0,156.6,Północny
T20241218-008,2024-12-18,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Południowy
